,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,is_svi,label,pattern_membership_0,pattern_membership_1,pattern_membership_2,pattern_membership_3,pattern_membership_4,pattern_correlation_0,pattern_correlation_1,pattern_correlation_2,pattern_correlation_3,pattern_correlation_4
COL1A1_ITGA5,407,12.333462,2.5902767,46.58792650918635,9398.098,9.148369,407,1,2,0.0,0.0,1.0,0.0,0.0,-0.1001761551460616,-0.3771748088630948,0.37000354924951717,-0.325617081119477,0.21748092915323014
COL1A1_CD93,352,9.902214,2.3889658,53.805774278215225,7545.4873,8.928838,352,1,2,0.0,0.0,1.0,0.0,0.0,-0.0327669994010075,-0.2653527638252925,0.2196365122393896,-0.16720702032532542,-0.00879531969988123
COL1A1_ITGA1,213,5.535016,1.8771749,72.04724409448819,4217.682,8.347278,213,1,4,0.0,0.0,0.0,0.0,1.0,-0.014057457360196913,-0.16045613933629638,0.04242871231634187,-0.14471665515968662,0.18993723427557954
COL1A1_CD44,264,6.254354,1.9816018,65.35433070866141,4765.818,8.469435,264,1,4,0.0,0.0,0.0,0.0,1.0,0.14172219585870915,-0.03471639708745081,0.1666449581765221,-0.2715183240763895,0.16941278405132776
COL1A1_ITGAV,280,7.93045,2.1894667,63.254593175853024,6043.003,8.706821,280,1,2,0.0,0.0,1.0,0.0,0.0,0.14391680941354665,-0.10564814263444543,0.5042538262799046,-0.3509853773306119,0.1876952567721134
COL1A1_ITGB1,196,5.6549964,1.8953679,74.2782152230971,4309.1074,8.368718,196,1,2,0.0,0.0,1.0,0.0,0.0,0.3796729245156002,0.1733474045893308,0.272768087066863,-0.2678837975191239,0.3515403606003727
COL1A1_ITGA11,217,4.181869,1.6451658,71.5223097112861,3186.5842,8.0670185,217,1,4,0.0,0.0,0.0,0.0,1.0,-0.1455467260625372,-0.25449006419161957,0.022848923502401634,-0.08145425927345615,0.19523059078990534
COL1A1_ITGA2,223,5.4043317,1.8569746,70.73490813648293,4118.1006,8.32339,223,1,4,0.0,0.0,0.0,0.0,1.0,0.14723845048088643,0.01287718203828051,0.07385042512457321,-0.1405634599207744,0.44769929831480343
COL1A1_DDR1,377,15.714211,2.8162594,50.5249343832021,11974.2295,9.390595,377,1,4,0.0,0.0,0.0,0.0,1.0,-0.000630058488995215,-0.25829993173956634,0.3086435627254573,-0.3555730021500611,0.34343222827876946
LAMA4_ITGA6,145,1.9121737,1.0688999,80.97112860892388,1457.0764,7.2848735,145,0,-1,0.0,0.0,0.0,0.0,0.0,0.008753723707470974,0.0708269010672032,-0.10527002915586589,0.1064101020076893,0.15047163235588495
LAMA4_ITGAV,303,5.6595006,1.8960445,60.23622047244095,4312.5396,8.369514,303,1,2,0.0,0.0,1.0,0.0,0.0,-0.007100708206223445,-0.19562684821505863,0.34393617591005426,-0.22816034657299203,0.2567887331088132
LAMA4_ITGB1,230,4.284657,1.6648077,69.81627296587926,3264.9087,8.091293,230,1,4,0.0,0.0,0.0,0.0,1.0,0.21076764104256632,0.10482085978851656,0.05271185238484019,-0.07893268108991944,0.454123570948219
HBEGF_CD44,234,8.212906,2.2206054,69.29133858267717,6258.2344,8.741814,234,1,1,0.0,1.0,0.0,0.0,0.0,0.5303056964395658,0.5286607399335355,0.13822584965201065,-0.2744568011230264,-0.10333609334495121
HBEGF_CD9,142,3.4218953,1.4865685,81.36482939632546,2607.4841,7.8665247,142,1,4,0.0,0.0,0.0,0.0,1.0,0.41368408948175717,0.3643692539184549,0.05290718061915773,-0.11247575802528285,-0.23078982621167152
HBEGF_ERBB2,361,12.981919,2.637765,52.6246719160105,9892.223,9.199605,361,1,1,0.0,1.0,0.0,0.0,0.0,0.5402287234815538,0.6342251203378944,-0.004419955075381633,-0.07964418775277568,-0.2832405080914874
LTF_LRP1,212,10.802255,2.4682906,72.17847769028872,8231.318,9.015823,212,1,0,1.0,0.0,0.0,0.0,0.0,0.456437606766911,0.1429559539083955,0.20950831107773807,-0.42491240817985376,0.2587322230622969
LTF_TFRC,116,3.729511,1.5538218,84.7769028871391,2841.8875,7.9525757,116,1,0,1.0,0.0,0.0,0.0,0.0,0.3726041713202844,0.17069143566840062,0.12663208158506817,-0.3038946490970718,0.15068281330998332
CD160_TNFRSF14,249,11.575148,2.5317225,67.32283464566929,8820.263,9.08492,249,1,4,0.0,0.0,0.0,0.0,1.0,0.42570067240686105,0.129199477538914,0.3364141203903393,-0.4914324159137203,0.3075586948335684
FGF23_FGFR4,279,8.10469,2.2087896,63.38582677165354,6175.7734,8.728551,279,1,0,1.0,0.0,0.0,0.0,0.0,0.5270788214174029,0.41217717578149615,0.3587478581173356,-0.3352070512704403,-0.20056590396806986
FGF23_FGFR1,244,7.114936,2.0937064,67.97900262467192,5421.581,8.598328,244,1,0,1.0,0.0,0.0,0.0,0.0,0.692503278870374,0.44864034544430803,0.49064970421943654,-0.46407084130181003,-0.20073779334622904
FGF23_FGFR3,306,11.316917,2.5109737,59.84251968503938,8623.491,9.062362,306,1,0,1.0,0.0,0.0,0.0,0.0,0.6392930688124446,0.4292287126597239,0.46890862806991385,-0.436301313679666,-0.24039364921037687
TGFB3_ENG,211,11.658639,2.5383399,72.30971128608924,8883.883,9.092107,211,1,4,0.0,0.0,0.0,0.0,1.0,0.31203381485752335,0.05129573105392515,0.20522954948072733,-0.3564439809332788,0.2942300033823449
TGFB3_ITGB1,147,5.8434486,1.9232918,80.70866141732283,4452.708,8.401492,147,1,4,0.0,0.0,0.0,0.0,1.0,0.36044989949095213,0.13628508437703238,0.10883784963875241,-0.3025552303778,0.3935483209880975
TGFB3_ACVRL1,182,6.924468,2.069955,76.11548556430446,5276.445,8.5711975,182,1,4,0.0,0.0,0.0,0.0,1.0,0.24436153022069226,-0.015299909372269768,0.2336503556961413,-0.3485130865971337,0.24977754295674745
TGFB3_ITGB6,129,4.1662326,1.6421437,83.07086614173228,3174.6692,8.063273,129,1,4,0.0,0.0,0.0,0.0,1.0,0.19885451235416177,0.05795326386424792,0.1486382981989526,-0.22825841957108992,0.31437662297307406
TGFB3_ITGB5,179,7.7169056,2.1652644,76.50918635170603,5880.282,8.67953,179,1,4,0.0,0.0,0.0,0.0,1.0,0.35390559463939947,0.11886984866786157,0.23348011939145183,-0.3222939758871068,0.23656403010861227
TNFSF10_RIPK1,133,1.619758,0.96308196,82.54593175853017,1234.2556,7.1190333,133,0,-1,0.0,0.0,0.0,0.0,0.0,-0.1014658794817443,-0.17455277496865154,0.0486891935365786,-0.09024341457296896,0.1473875811116235
TNFSF10_TNFRSF10B,197,2.5586815,1.2693901,74.14698162729658,1949.7153,7.5759516,197,1,4,0.0,0.0,0.0,0.0,1.0,-0.18902140771248221,-0.2000563185888033,0.05639740090885604,-0.040986523593621746,0.1686858342268007
INHBA_ENG,511,15.981224,2.8321083,32.939632545931765,12177.692,9.407443,511,1,3,0.0,0.0,0.0,1.0,0.0,-0.2920075351225599,-0.11974061624066336,-0.15194163971549812,0.2964184449496941,0.05063478283771457
INHBA_SMAD3,332,8.127308,2.2112708,56.43044619422572,6193.009,8.731338,332,1,3,0.0,0.0,0.0,1.0,0.0,-0.17645065108891303,-0.0026835027617745084,-0.2768517558220857,0.3256430076794423,-0.22309287301941003
C3_CD46,120,3.4077075,1.4833547,84.25196850393701,2596.673,7.8623714,120,1,0,1.0,0.0,0.0,0.0,0.0,0.7988782134973553,0.47579456013079247,0.4221305059795445,-0.521372920328468,-0.12947858455136962
C3_ITGAX,126,4.6238256,1.7270122,83.46456692913385,3523.355,8.167453,126,1,0,1.0,0.0,0.0,0.0,0.0,0.7062453413971717,0.401942822627552,0.30799320325861645,-0.4550836207984922,-0.10246392599147112
C3_ADRA2A,134,4.8308163,1.763157,82.41469816272966,3681.082,8.211234,134,1,0,1.0,0.0,0.0,0.0,0.0,0.7052496976619441,0.4126728084334666,0.35983022665379727,-0.47694086786805123,-0.07514750726628024
C3_ITGB2,103,3.3903053,1.4793987,86.48293963254594,2583.4126,7.8572536,103,1,2,0.0,0.0,1.0,0.0,0.0,0.673632839057887,0.4113169216089852,0.466385393798133,-0.4427065562840419,-0.17860757862602178
C3_CD81,220,25.112415,3.2624109,71.12860892388451,19135.66,9.859362,220,1,0,1.0,0.0,0.0,0.0,0.0,0.8860931163050773,0.4859070612594482,0.505101234369771,-0.6322224946235047,-0.10671432775939217
LIF_IL6ST,193,3.3957195,1.4806312,74.67191601049869,2587.5383,7.8588486,193,1,0,1.0,0.0,0.0,0.0,0.0,0.46571487160869235,0.20290052968039038,0.2041192329055448,-0.36445887269147165,0.10485248316592216
APOE_LDLR,417,27.946913,3.3654635,45.2755905511811,21295.547,9.9663,417,1,3,0.0,0.0,0.0,1.0,0.0,-0.07198870473162888,0.3597263968896525,-0.5557799841601517,0.5458750085608371,-0.16711565522500552
APOE_LRP5,268,9.539718,2.3551507,64.82939632545933,7269.265,8.891548,268,1,3,0.0,0.0,0.0,1.0,0.0,-0.055766653301493344,0.38347120231207193,-0.5116484057799843,0.5460639300129065,-0.2327809503363594
APOE_LSR,298,16.119295,2.8402061,60.892388451443566,12282.903,9.416045,298,1,3,0.0,0.0,0.0,1.0,0.0,-0.10352320334663889,0.40156446915541505,-0.5733012651414034,0.6156532629049588,-0.37073212869568667
APOE_SCARB1,252,8.360034,2.236449,66.9291338582677,6370.346,8.759566,252,1,3,0.0,0.0,0.0,1.0,0.0,-0.03428189087497154,0.2784986581307341,-0.42448040920246366,0.3815134141148328,-0.10822748411054667
APOE_LRP8,114,3.5513515,1.5154243,85.03937007874016,2706.13,7.903644,114,1,4,0.0,0.0,0.0,0.0,1.0,0.09856111903360716,0.31867116486417757,-0.21424193165801877,0.15789219412621144,-0.16406517213881086
LAMA5_SDC1,492,34.646072,3.573639,35.43307086614173,26400.307,10.181169,492,1,4,0.0,0.0,0.0,0.0,1.0,-0.03386497455004911,-0.3771429744960052,0.46268751093528887,-0.5454165398572819,0.47555212713243344
LAMA5_ITGA6,117,3.2602756,1.4493339,84.64566929133859,2484.33,7.818161,117,1,0,1.0,0.0,0.0,0.0,0.0,0.3632308688134733,0.2369886296448421,0.17435051542072466,-0.2549399333073207,0.1459884391591519
LAMA5_BCAM,264,11.406894,2.5182524,65.35433070866141,8692.053,9.070279,264,1,2,0.0,0.0,1.0,0.0,0.0,0.02019613765014646,-0.22321556591991557,0.41941015325815745,-0.36338456247527945,0.1335599381581765
LAMA5_ITGB1,196,9.985565,2.3965821,74.2782152230971,7609.0005,8.937219,196,1,4,0.0,0.0,0.0,0.0,1.0,0.47169418559494947,0.2533130541620067,0.24436158027752244,-0.36234606757479887,0.40197849751438797
LAMA5_ITGA2,208,8.075268,2.2055528,72.70341207349081,6153.354,8.7249155,208,1,4,0.0,0.0,0.0,0.0,1.0,0.2605092536162876,0.11172509532938464,0.14945055938491184,-0.2792006637294255,0.45350683499731237
JAG1_CD46,186,2.9510248,1.373975,75.59055118110236,2248.681,7.7185435,186,0,-1,0.0,0.0,0.0,0.0,0.0,0.11743309336518103,0.11474597675423849,-0.046314375365874585,0.01567269546924339,0.1846737815042364
JAG1_NOTCH4,191,3.4748247,1.4984672,74.93438320209972,2647.8164,7.8818684,191,0,-1,0.0,0.0,0.0,0.0,0.0,-0.028586454342278984,-0.03540457177341218,0.061762016031072876,-0.09610744001747475,0.14472123806982573
JAG1_NOTCH1,166,3.466125,1.4965211,78.21522309711287,2641.1873,7.8793626,166,1,4,0.0,0.0,0.0,0.0,1.0,-0.09336136180071691,0.09690213737397317,-0.2700022835331785,0.27063613866785025,0.01211618321143125
JAG1_NOTCH2,266,3.870229,1.583141,65.09186351706036,2949.1145,7.989599,266,1,2,0.0,0.0,1.0,0.0,0.0,-0.056536831477198776,-0.10845452849689123,0.23499802821784255,-0.0961433754952489,0.11956221097277887
JAG1_NOTCH3,612,18.24866,2.9574413,19.685039370078737,13905.478,9.54011,612,1,3,0.0,0.0,0.0,1.0,0.0,-0.4273045980107604,-0.38268397036489854,-0.12753241270017363,0.2480985855152154,-0.1985904115242221
LAMC1_ITGA6,180,4.000994,1.6096368,76.37795275590551,3048.7576,8.022818,180,1,1,0.0,1.0,0.0,0.0,0.0,0.1999609164904731,0.5373488677930507,-0.24198349274978276,0.2471689049957229,-0.30033108368301853
LAMC1_ITGA1,228,5.548713,1.8792685,70.07874015748031,4228.1196,8.34975,228,0,-1,0.0,0.0,0.0,0.0,0.0,0.038368895549225276,0.23289085241485027,-0.2134606132222008,0.17638077904081173,-0.0065462153187533555
LAMC1_ITGA7,133,2.9917486,1.3842294,82.54593175853017,2279.7124,7.732243,133,1,2,0.0,0.0,1.0,0.0,0.0,0.3522097978101528,0.18860086687101768,0.3147430884046939,-0.3063686854998491,0.017717011347548026
LAMC1_ITGAV,279,6.7024093,2.0415332,63.38582677165354,5107.236,8.5386095,279,1,0,1.0,0.0,0.0,0.0,0.0,0.38836555000477474,0.4459100748117496,0.07257265410825654,-0.07593353314010758,-0.16761054696835545
LAMC1_ITGB1,241,6.360786,1.9961667,68.37270341207349,4846.919,8.486305,241,1,1,0.0,1.0,0.0,0.0,0.0,0.3444690631711666,0.5262905616101086,-0.049250743389993495,0.053889458228268766,-0.06564746347792508
LAMC1_ITGA2,252,6.4695296,2.010832,66.9291338582677,4929.7817,8.503253,252,1,3,0.0,0.0,0.0,1.0,0.0,0.08892752716758787,0.4427594214904465,-0.292287280346479,0.31577340718427294,-0.15613641050424568
IL1RN_IL1R1,182,1.4895011,0.9120823,76.11548556430446,1134.9999,7.0352683,182,1,0,1.0,0.0,0.0,0.0,0.0,0.23898212417850112,0.2498312692240955,0.08063794144343164,-0.06450752207703093,-0.08920584411731107
CCL21_ADRA2A,131,3.180484,1.4304271,82.80839895013123,2423.5288,7.7933927,131,0,-1,0.0,0.0,0.0,0.0,0.0,-0.14609640608860291,-0.17447749694159384,-0.05096539608975125,0.0033536510534113314,0.0945285088803292
MMP7_CD44,241,8.293935,2.229362,68.37270341207349,6319.978,8.751629,241,0,-1,0.0,0.0,0.0,0.0,0.0,-0.15397497540332633,-0.022120041247734815,-0.18191434167473247,0.06460179722221476,0.17723568718467952
MMP7_SDC1,540,38.681602,3.6808877,29.13385826771654,29475.38,10.291345,540,1,3,0.0,0.0,0.0,1.0,0.0,-0.3896903320219061,-0.10482306894517078,-0.42495723696388277,0.3610123093406821,-0.12700617797233807
MMP7_CD151,540,30.574265,3.4523423,29.13385826771654,23297.59,10.056149,540,1,3,0.0,0.0,0.0,1.0,0.0,-0.3971045168344899,-0.17654836157193907,-0.36813027218623645,0.34922466298072,-0.23419791116419647
THBS1_CD47,197,7.695228,2.1627743,74.14698162729658,5863.7637,8.676718,197,1,0,1.0,0.0,0.0,0.0,0.0,0.5515732651427389,0.6325523536979715,0.07397279342338983,-0.10162430161946298,-0.34841510986139046
THBS1_SDC1,396,36.713985,3.630031,48.03149606299213,27976.057,10.2391405,396,1,1,0.0,1.0,0.0,0.0,0.0,0.2776064104380418,0.7319222258334179,-0.3945669429816283,0.39313233697359845,-0.4879232976437221
THBS1_ITGB1,235,9.458891,2.3474524,69.16010498687663,7207.675,8.88304,235,1,1,0.0,1.0,0.0,0.0,0.0,0.5940359028327952,0.7313670861779231,-0.005641122157471256,-0.03581577720656216,-0.2869148092626087
THBS1_LRP5,295,12.459192,2.5996623,61.28608923884514,9493.904,9.15851,295,1,1,0.0,1.0,0.0,0.0,0.0,0.4326128758183372,0.7201279310948486,-0.1936455295289349,0.1897976417611129,-0.4435003733361834
THBS1_SDC4,408,38.884216,3.6859808,46.45669291338582,29629.773,10.296569,408,1,1,0.0,1.0,0.0,0.0,0.0,0.5007568465710203,0.8362980723835789,-0.23745662977298673,0.20839989039641588,-0.5094049108623093
THBS1_SCARB1,260,10.969786,2.4823856,65.87926509186352,8358.977,9.031211,260,1,1,0.0,1.0,0.0,0.0,0.0,0.442496758258535,0.6477256022098439,-0.07776269169176946,0.06307544854304148,-0.4075672106066702
THBS1_ITGA6,184,7.4084544,2.1292377,75.85301837270342,5645.242,8.638745,184,1,1,0.0,1.0,0.0,0.0,0.0,0.27630189353556667,0.6191110719308596,-0.23281869576676412,0.23733423740271786,-0.42411484719101844
ADAM10_GPNMB,118,5.937465,1.9369365,84.51443569553805,4524.3486,8.41745,118,1,0,1.0,0.0,0.0,0.0,0.0,0.6619422250112559,0.4298381924236594,0.20363919269248412,-0.3385132516588183,-0.18160807927897984
ADAM10_TSPAN15,125,5.2304235,1.8294443,83.59580052493439,3985.5828,8.290689,125,1,1,0.0,1.0,0.0,0.0,0.0,0.4097859912461173,0.42044272976547375,0.1156487354728173,-0.15505509301278222,-0.17262904139698523
ADAM10_CD44,215,10.439255,2.4370508,71.78477690288713,7954.7124,8.981646,215,1,1,0.0,1.0,0.0,0.0,0.0,0.5947502788520636,0.5776596612823621,0.12847597497362148,-0.2657736207498022,-0.11813401407320584
ADAM10_CADM1,173,6.2590804,1.9822532,77.29658792650919,4769.4194,8.470189,173,1,1,0.0,1.0,0.0,0.0,0.0,0.4789091577657217,0.486632268825524,0.10395547450177259,-0.18338758882945758,-0.1126892577804029
ADAM10_TSPAN14,234,9.815586,2.3809881,69.29133858267717,7479.4766,8.920052,234,1,0,1.0,0.0,0.0,0.0,0.0,0.4945187045018978,0.41716386672989136,0.1882572636673506,-0.2625187780569142,-0.06294582177330178
ADAM10_NOTCH1,112,4.9306583,1.7801353,85.30183727034121,3757.1616,8.231686,112,1,1,0.0,1.0,0.0,0.0,0.0,0.35188698683101066,0.4138614306070232,-0.020590281000631618,-0.03529225158663421,-0.19665603953977714
ADAM10_MET,104,4.2979703,1.6673238,86.3517060367454,3275.0532,8.094395,104,0,-1,0.0,0.0,0.0,0.0,0.0,0.223613864885029,0.32422410066895746,-0.0328297580486323,-0.002881000644419739,-0.07984649632229626
