"","combinedPval","adjustedPval"
"DKK1_LRP5",5.38251206866259e-30,2.34153039905919e-28
"PSEN1_NCSTN",3.32080851024319e-05,0.000253387289816289
"FN1_IL17RC",0.0619488462324596,0.421768006359485
"PLAU_ITGB5",1.18130785835647e-19,2.53655339045551e-18
"SPP1_ITGB5",1.06674606340194e-21,2.60823065543404e-20
"TLN1_ITGB5",1.05184420665346e-32,5.25874521546652e-31
"COL4A2_ITGB5",1.29035349673163e-17,2.42825456606661e-16
"ADAM9_ITGB5",4.31521485211306e-12,5.33382357151766e-11
"COL18A1_ITGB5",7.04276807752535e-05,0.000517349528600602
"LTBP3_ITGB5",1.22424492604089e-35,7.19447272330431e-34
"LTBP1_ITGB5",2.03066638605202e-23,5.71606464645654e-22
"MST1_MST1R",2.60480526037554e-12,3.31760765989976e-11
"LAMC3_ITGA2",2.69233671085885e-17,4.98260330122024e-16
"COL6A1_ITGA2",1.92337429053623e-18,3.8811571854832e-17
"COL6A2_ITGA2",3.43058914609173e-13,4.63364269362596e-12
"MMP1_ITGA2",4.30609977675189e-08,3.85671902112117e-07
"HSPG2_ITGA2",2.42028619368284e-14,3.57146484450614e-13
"LAMB3_ITGA2",2.82510576422905e-27,1.07536909815057e-25
"COL1A2_ITGA2",1.09451515753498e-33,5.81951436016137e-32
"COL4A1_ITGA2",4.70660517670751e-07,3.93159621989277e-06
"FN1_ITGA2",2.10705530938981e-18,4.2011884941357e-17
"COL7A1_ITGA2",1.13425310479274e-20,2.56716495016879e-19
"COL3A1_ITGA2",2.01005118626849e-18,4.03177380728196e-17
"GAS6_AXL",3.21936715064197e-08,2.93040875369537e-07
"LRPAP1_LRP8",7.81163134178087e-10,7.90531643768032e-09
"INS_INSR",7.02941495868294e-36,4.28116538239852e-34
"ARF1_INSR",1.02357075210869e-16,1.81410147666147e-15
"HRAS_INSR",6.4572573071332e-18,1.24309510820417e-16
"CALM1_INSR",4.55857573911089e-13,6.10793883651391e-12
"FN1_ROBO4",8.71331671443709e-05,0.000635881701961757
"CD6_ALCAM",6.21113349641433e-09,5.8606802009057e-08
"S100A9_ALCAM",0.000217296781977683,0.00153560835503555
"PLAU_MRC2",1.32368149140058e-29,5.61257190953546e-28
"LGALS9_MRC2",2.5830236703951e-21,6.1802474434067e-20
"CALM1_AQP1",1.77263219236501e-05,0.000139384520813567
"C1QA_CSPG4",6.07216100437791e-05,0.000451997755229659
"C4B_CD46",3.05142436402006e-05,0.000233898095636411
"SEMA4A_PLXND1",9.50066926779236e-05,0.000685260739069001
"SEMA4D_MET",2.46212453625105e-05,0.000190031589033855
"AFDN_EPHB3",1.73254472324302e-07,1.49961232945721e-06
"FAM3C_LAMP1",2.17155028787693e-22,5.55269870277569e-21
"PLAU_PLAUR",7.25370714561358e-22,1.79983114443486e-20
"FN1_PLAUR",3.08428873157177e-16,5.29817048713905e-15
"LAMB3_COL17A1",2.54274948661762e-38,1.89276446924562e-36
"MDK_SDC3",3.77387010530583e-12,4.71691083967903e-11
"COL5A1_SDC3",3.2850816663773e-65,1.37550349053069e-62
"PLAU_IGF2R",6.00497878669044e-34,3.24433208354621e-32
"EFNA1_EPHA2",1.53879725688528e-19,3.28312383732559e-18
"SEMA4D_PLXNB1",2.38727995987298e-68,1.33277738624194e-65
"SEMA4A_PLXNB1",0.0513251532026583,0.350150116819263
"S100A10_TRPV6",1.81471542681777e-07,1.56668728538365e-06
"B2M_TFRC",8.45009617833625e-10,8.52568105488984e-09
"SEMA3B_NRP2",2.6226727235179e-05,0.000201957671993285
"VEGFA_NRP2",1.99840144432528e-15,3.23383533985996e-14
"PGF_NRP2",6.70663524715565e-12,8.13956355042753e-11
"LGALS9_CD47",5.30686605770825e-14,7.66223830310786e-13
"THBS2_CD47",7.69306534476044e-07,6.33155706492572e-06
"COL4A1_CD47",3.32225806332076e-06,2.66871884566128e-05
"GNAS_ADORA1",1.01737690161308e-07,8.9681691289248e-07
"AFDN_NECTIN4",9.43025159294564e-07,7.72334588533691e-06
"AFDN_F11R",6.34270413968352e-13,8.39768240755453e-12
"CD59_CD2",3.59076574008022e-06,2.87750644090255e-05
"MDK_TSPAN1",4.88498130835069e-15,7.54064830400526e-14
"MDK_SDC4",1.87225662920953e-05,0.000146530192884129
"BMP2_ENG",3.58602036953926e-13,4.82412906422082e-12
"ALOX5AP_ALOX5",7.53081685487267e-05,0.00055078502157565
"HLA-C_NOTCH4",7.36526144836658e-05,0.000539855438811521
"SPTBN2_PTPRA",2.77555756156289e-14,4.07775289565675e-13
"MDK_SDC1",2.07675432406518e-10,2.21544508059767e-09
"LAMB2_ITGB1",6.20808325182641e-40,5.19879932958207e-38
"MDK_ITGB1",3.83315318310852e-26,1.38063455840674e-24
"ADAM9_ITGB1",1.11022302462516e-15,1.81410275162876e-14
"VEGFA_ITGB1",2.17603712826531e-14,3.22524993630281e-13
"SPON2_ITGB2",0.00132379347075884,0.00918075963860027
"ICAM2_ITGB2",5.77976211335596e-09,5.46905404577757e-08
"VEGFA_SIRPA",8.05702959905119e-09,7.54535742642464e-08
"ADAM9_ITGA6",1.3920238295384e-09,1.38775533564732e-08
"VIM_CD44",0.00080626833601527,0.00562657199588169
"SEMA4D_PLXNB2",1.60055832009221e-80,1.34034631687717e-77
"CXCL17_GPR35",2.70575130567415e-48,3.62537872083237e-46
