"","combinedPval","adjustedPval"
"DKK1_LRP5",6.68354260824344e-14,1.14809446450516e-12
"PSEN1_NCSTN",1.68328686545038e-08,1.72960147874203e-07
"FN1_IL17RC",1.4432899320127e-14,2.73140329553144e-13
"PLAU_ITGB5",8.93499649212703e-06,7.10915206355071e-05
"SPP1_ITGB5",4.62353654285819e-05,0.00034725215460112
"TLN1_ITGB5",1.53210777398272e-14,2.86709311975294e-13
"COL4A2_ITGB5",6.54583324761759e-05,0.000485100828260166
"ADAM9_ITGB5",6.8575538452631e-05,0.000503744012318335
"COL18A1_ITGB5",1.20318474536862e-05,9.52790598120741e-05
"LTBP3_ITGB5",4.13346129344717e-21,1.48880027354968e-19
"LTBP1_ITGB5",0.000387932747513586,0.00270720234932313
"MST1_MST1R",7.30526750203353e-13,1.15973611453651e-11
"LAMC3_ITGA2",3.71480624039577e-13,6.01134058176191e-12
"COL6A1_ITGA2",2.54206655725397e-10,3.15376018711947e-09
"COL6A2_ITGA2",2.21252227650126e-09,2.46221895167548e-08
"MMP1_ITGA2",1.182078598197e-18,3.27240085452636e-17
"HSPG2_ITGA2",2.5051072327642e-12,3.83166665296303e-11
"LAMB3_ITGA2",4.99865482339601e-10,5.97999237228059e-09
"COL1A2_ITGA2",7.21644966006352e-15,1.43886423603888e-13
"COL4A1_ITGA2",1.42905687283701e-11,1.98626863015564e-10
"FN1_ITGA2",1.39624594071807e-26,7.08636472813553e-25
"COL7A1_ITGA2",1.90709432291858e-17,4.95208369813389e-16
"COL3A1_ITGA2",6.38489261461928e-13,1.01845024264118e-11
"GAS6_AXL",7.33368921146393e-12,1.0498135097917e-10
"LRPAP1_LRP8",1.119148719253e-07,1.06198555597746e-06
"INS_INSR",1.01737252352629e-05,8.0755677813451e-05
"ARF1_INSR",0.000344141526506636,0.00240661755689477
"HRAS_INSR",2.83834067360544e-11,3.80303239953474e-10
"CALM1_INSR",6.95638489122139e-46,1.94181508429122e-43
"FN1_ROBO4",1.45332392120778e-07,1.36363995959248e-06
"CD6_ALCAM",2.37659181223648e-09,2.6360471067165e-08
"S100A9_ALCAM",4.6020964816762e-12,6.79102572176460e-11
"PLAU_MRC2",0.000118107473268791,0.000852638445857279
"LGALS9_MRC2",6.6235563619399e-05,0.000489777181316765
"CALM1_AQP1",4.16976980798603e-63,2.7934930126321e-60
"C1QA_CSPG4",6.77439006113723e-07,5.73034179054752e-06
"C4B_CD46",1.23989875440246e-22,5.0649817473881e-21
"SEMA4A_PLXND1",9.49525726046119e-07,7.97148720676173e-06
"SEMA4D_MET",5.65246592199031e-07,4.87990919136871e-06
"AFDN_EPHB3",1.32465316826647e-06,1.0929031112151e-05
"FAM3C_LAMP1",1.2559711491425e-19,4.08458513003868e-18
"PLAU_PLAUR",3.80510511988064e-10,4.58487369867236e-09
"FN1_PLAUR",2.79308627375811e-23,1.18430284497041e-21
"LAMB3_COL17A1",2.4616978213925e-20,8.50097072023086e-19
"MDK_SDC3",0.000277483105105558,0.00194860440505077
"COL5A1_SDC3",1.20008032860735e-35,1.33996845826726e-33
"PLAU_IGF2R",1.36380500334466e-27,7.61388902120257e-26
"EFNA1_EPHA2",3.54773163846467e-06,2.84983830348682e-05
"SEMA4D_PLXNB1",1.18863099363153e-08,1.24813591622305e-07
"SEMA4A_PLXNB1",1.14007692175733e-11,1.59787119161971e-10
"S100A10_TRPV6",1.17355741309343e-18,3.27240085452636e-17
"B2M_TFRC",5.34261211704301e-05,0.000398577535142464
"SEMA3B_NRP2",1.64313007644523e-14,3.05777097135648e-13
"VEGFA_NRP2",5.96112048611985e-12,8.68171604515505e-11
"PGF_NRP2",4.10782519111308e-15,8.49380825376799e-14
"LGALS9_CD47",2.20490292690556e-12,3.4035744390351e-11
"THBS2_CD47",6.79987202263366e-05,0.000500604622821705
"COL4A1_CD47",1.48995815685282e-10,1.8833616007088e-09
"GNAS_ADORA1",0.00158164430614283,0.0109237712439737
"AFDN_NECTIN4",0.000248905926092835,0.00175528297436511
"AFDN_F11R",4.00790511889682e-13,6.42357292508547e-12
"CD59_CD2",8.88178419700125e-16,1.94452843965436e-14
"MDK_TSPAN1",1.19498814493147e-26,6.15822785053963e-25
"MDK_SDC4",1.34451615152464e-06,1.10656550498307e-05
"BMP2_ENG",2.40276687435426e-11,3.28511868861898e-10
"ALOX5AP_ALOX5",1.98620459190835e-07,1.83283289107251e-06
"HLA-C_NOTCH4",4.38623612637468e-05,0.000332410896428166
"SPTBN2_PTPRA",2.43116637932417e-12,3.73562867949961e-11
"MDK_SDC1",2.38647805544148e-28,1.53730349627906e-26
"LAMB2_ITGB1",3.90155319163199e-09,4.27092179435868e-08
"MDK_ITGB1",2.09087113401992e-17,5.38752660602724e-16
"ADAM9_ITGB1",3.62810473502565e-31,3.1981713787264e-29
"VEGFA_ITGB1",2.72004641033163e-14,4.91214400153595e-13
"SPON2_ITGB2",1.16517910209168e-07,1.10254148135691e-06
"ICAM2_ITGB2",4.70230521187887e-11,6.17697931876383e-10
"VEGFA_SIRPA",9.00958768479398e-07,7.58276082299764e-06
"ADAM9_ITGA6",2.60863397549826e-09,2.88387233688857e-08
"VIM_CD44",2.43138842392909e-14,4.42631212143333e-13
"SEMA4D_PLXNB2",4.60597528466611e-05,0.000346710588827323
"CXCL17_GPR35",2.33893460968142e-18,6.31832423149013e-17
