,ligand,receptor,spc
FGF23_FGFR4,FGF23,FGFR4,0.8712522045855379
FGF23_FGFR1,FGF23,FGFR1,0.5486145815980898
FGF23_FGFR3,FGF23,FGFR3,0.12048192771084337
TGFB3_ENG,TGFB3,ENG,0.17674418604651163
TGFB3_ITGB1,TGFB3,ITGB1,0.6666666666666666
TGFB3_ACVRL1,TGFB3,ACVRL1,0.9686274509803922
TGFB3_ITGB6,TGFB3,ITGB6,0.9989888776541961
TGFB3_ITGB5,TGFB3,ITGB5,0.7671998757571051
TNFSF10_RIPK1,TNFSF10,RIPK1,0.9686274509803922
TNFSF10_TNFRSF10B,TNFSF10,TNFRSF10B,1.0
INHBA_ENG,INHBA,ENG,0.020125925925925926
INHBA_SMAD3,INHBA,SMAD3,0.9686274509803922
C3_CD46,C3,CD46,0.661223397135591
C3_ITGAX,C3,ITGAX,0.604133545310016
C3_ADRA2A,C3,ADRA2A,0.5753552294432798
C3_ITGB2,C3,ITGB2,1.0
C3_CD81,C3,CD81,0.6015220700152206
LIF_IL6ST,LIF,IL6ST,1.0
APOE_LDLR,APOE,LDLR,0.09926854754440961
APOE_LRP5,APOE,LRP5,0.931899641577061
APOE_LSR,APOE,LSR,0.9686274509803922
APOE_SCARB1,APOE,SCARB1,0.6280193236714976
APOE_LRP8,APOE,LRP8,0.1161219044932595
LAMA5_SDC1,LAMA5,SDC1,0.4524223830021064
LAMA5_ITGA6,LAMA5,ITGA6,0.9536679536679538
LAMA5_BCAM,LAMA5,BCAM,0.8712522045855379
LAMA5_ITGB1,LAMA5,ITGB1,0.5311827956989248
LAMA5_ITGA2,LAMA5,ITGA2,1.0
JAG1_CD46,JAG1,CD46,0.9329556185080263
JAG1_NOTCH4,JAG1,NOTCH4,0.9686274509803922
JAG1_NOTCH1,JAG1,NOTCH1,0.8712522045855379
JAG1_NOTCH2,JAG1,NOTCH2,0.9686274509803922
JAG1_NOTCH3,JAG1,NOTCH3,0.8316498316498318
LAMC1_ITGA6,LAMC1,ITGA6,0.0847050754458162
LAMC1_ITGA1,LAMC1,ITGA1,0.9686274509803922
LAMC1_ITGA7,LAMC1,ITGA7,0.8941176470588235
LAMC1_ITGAV,LAMC1,ITGAV,0.020441379310344825
LAMC1_ITGB1,LAMC1,ITGB1,0.8496732026143791
LAMC1_ITGA2,LAMC1,ITGA2,0.6666666666666666
IL1RN_IL1R1,IL1RN,IL1R1,0.23854362837413687
CCL21_ADRA2A,CCL21,ADRA2A,0.021406666666666668
MMP7_CD44,MMP7,CD44,0.661223397135591
MMP7_SDC1,MMP7,SDC1,0.0035285714285714287
MMP7_CD151,MMP7,CD151,0.2454109640080479
THBS1_CD47,THBS1,CD47,1.0
THBS1_SDC1,THBS1,SDC1,0.4524223830021064
THBS1_ITGB1,THBS1,ITGB1,0.931899641577061
THBS1_LRP5,THBS1,LRP5,0.6891741071428572
THBS1_SDC4,THBS1,SDC4,0.5407772304324028
THBS1_SCARB1,THBS1,SCARB1,0.9686274509803922
THBS1_ITGA6,THBS1,ITGA6,1.0
ADAM10_GPNMB,ADAM10,GPNMB,1.0
ADAM10_TSPAN15,ADAM10,TSPAN15,1.0
ADAM10_CD44,ADAM10,CD44,1.0
ADAM10_CADM1,ADAM10,CADM1,0.6666666666666666
ADAM10_TSPAN14,ADAM10,TSPAN14,1.0
ADAM10_NOTCH1,ADAM10,NOTCH1,1.0
ADAM10_MET,ADAM10,MET,0.9686274509803922
ADAM10_TSPAN17,ADAM10,TSPAN17,1.0
ADAM10_AXL,ADAM10,AXL,0.9329556185080263
VWF_SIRPA,VWF,SIRPA,0.25181598062953997
CDH1_LRP5,CDH1,LRP5,0.3488700564971751
CDH1_IGF1R,CDH1,IGF1R,0.8712522045855379
CDH1_ERBB3,CDH1,ERBB3,0.04808955950352884
CDH1_PTPRM,CDH1,PTPRM,1.0
CDH1_PTPRF,CDH1,PTPRF,0.023247058823529412
SEMA7A_ITGB1,SEMA7A,ITGB1,0.02230967741935484
SEMA7A_ITGA1,SEMA7A,ITGA1,0.7813364966389877
TIMP2_CD44,TIMP2,CD44,0.2820037105751391
TIMP2_ITGB1,TIMP2,ITGB1,0.5508781711736828
LGALS3BP_ITGB1,LGALS3BP,ITGB1,0.9686274509803922
LAMC2_ITGA6,LAMC2,ITGA6,0.8033826638477801
LAMC2_CD151,LAMC2,CD151,0.5844079025198156
LAMC2_ITGB1,LAMC2,ITGB1,0.7934468358496627
LAMC2_ITGA2,LAMC2,ITGA2,0.6301824212271974
LAMC2_COL17A1,LAMC2,COL17A1,0.4885526380853483
NID1_ITGB1,NID1,ITGB1,0.9329556185080263
NID1_PTPRF,NID1,PTPRF,0.007799999999999999
ICAM1_ITGAX,ICAM1,ITGAX,0.9686274509803922
ICAM1_MUC1,ICAM1,MUC1,0.94113164412269
ICAM1_ITGB2,ICAM1,ITGB2,0.9536679536679538
VCAN_CD44,VCAN,CD44,0.9536679536679538
VCAN_ITGB1,VCAN,ITGB1,0.47729468599033814
TIMP3_CD44,TIMP3,CD44,1.0
TIMP3_MET,TIMP3,MET,0.5196717862402693
LUM_ITGB1,LUM,ITGB1,1.0
CGN_F11R,CGN,F11R,1.0
CALM2_INSR,CALM2,INSR,0.604133545310016
CALM2_AQP1,CALM2,AQP1,0.0035285714285714287
APP_LRP10,APP,LRP10,0.5508781711736828
APP_PLD1,APP,PLD1,0.931899641577061
APP_TSPAN15,APP,TSPAN15,0.9536679536679538
APP_TNFRSF21,APP,TNFRSF21,0.9801587301587301
APP_NCSTN,APP,NCSTN,0.6301824212271974
CALM3_INSR,CALM3,INSR,0.6666666666666666
CALM3_AQP1,CALM3,AQP1,0.037971813230947796
TFF2_MUC6,TFF2,MUC6,0.9801587301587301
TFF1_MUC5AC,TFF1,MUC5AC,0.27353266888150607
TNFSF12_TNFRSF25,TNFSF12,TNFRSF25,0.4524223830021064
TNFSF12_TNFRSF12A,TNFSF12,TNFRSF12A,0.5311827956989248
FGF19_FGFR1,FGF19,FGFR1,0.02702702702702703
FGF19_FGFR3,FGF19,FGFR3,0.2875018187108977
VCAM1_ITGB1,VCAM1,ITGB1,0.18970814132104452
VCAM1_ITGB2,VCAM1,ITGB2,0.7671998757571051
VCAM1_EZR,VCAM1,EZR,0.17689291533131615
VCAM1_MSN,VCAM1,MSN,0.23463474874133183
ARPC5_LDLR,ARPC5,LDLR,1.0
COL6A3_ITGB1,COL6A3,ITGB1,0.4777562862669246
COL6A3_ITGA2,COL6A3,ITGA2,0.7813364966389877
LIPH_LPAR4,LIPH,LPAR4,0.4524223830021064
LIPH_LPAR2,LIPH,LPAR2,0.7119181438247586
MELTF_TFRC,MELTF,TFRC,0.661223397135591
COL1A2_CD44,COL1A2,CD44,0.5068486123223721
COL1A2_ITGB1,COL1A2,ITGB1,1.0
COL1A2_ITGA11,COL1A2,ITGA11,0.7753884790456756
COL14A1_CD44,COL14A1,CD44,0.05883684091423399
COL6A2_ITGB1,COL6A2,ITGB1,0.0035285714285714287
IL16_KCNJ15,IL16,KCNJ15,0.7671998757571051
CD14_ITGB1,CD14,ITGB1,0.01976
CD14_ITGB2,CD14,ITGB2,0.7671998757571051
COL3A1_ITGB1,COL3A1,ITGB1,0.07335907335907337
COL3A1_DDR1,COL3A1,DDR1,0.022454545454545453
FGB_ITGB1,FGB,ITGB1,0.80837833415153
FGB_ITGB2,FGB,ITGB2,0.9686274509803922
FGA_ITGAX,FGA,ITGAX,0.5342850962578412
FGA_ITGB1,FGA,ITGB1,0.9989888776541961
FGA_PLAUR,FGA,PLAUR,0.36962214739992516
FGA_ITGB2,FGA,ITGB2,0.6289788642729819
SEMA4C_PLXNB2,SEMA4C,PLXNB2,0.9686274509803922
HAS2_CD44,HAS2,CD44,0.12643648742033733
EFEMP2_AQP1,EFEMP2,AQP1,0.0035285714285714287
GNAI2_EDNRA,GNAI2,EDNRA,0.6891741071428572
GNAI2_ADORA1,GNAI2,ADORA1,0.866970866970867
GNAI2_PTPRU,GNAI2,PTPRU,0.9989888776541961
AGTRAP_RACK1,AGTRAP,RACK1,0.0035285714285714287
PKM_CD44,PKM,CD44,0.36962214739992516
MMP1_CD44,MMP1,CD44,0.23888969485951933
FBN1_ITGB1,FBN1,ITGB1,0.8712522045855379
PSEN1_NOTCH4,PSEN1,NOTCH4,0.6666666666666666
PSEN1_CD44,PSEN1,CD44,0.05647521492591915
CSF1_SIRPA,CSF1,SIRPA,0.6468085106382979
JAG2_NOTCH4,JAG2,NOTCH4,0.9686274509803922
EFNA5_EPHB6,EFNA5,EPHB6,0.8496732026143791
EFNA5_EPHA2,EFNA5,EPHA2,1.0
FBLN1_ITGB1,FBLN1,ITGB1,0.9686274509803922
COL7A1_ITGB1,COL7A1,ITGB1,0.9989888776541961
HSP90AA1_FGFR3,HSP90AA1,FGFR3,0.09926854754440961
FGG_ITGB1,FGG,ITGB1,1.0
FGG_ITGB2,FGG,ITGB2,1.0
CXCL14_CXCR4,CXCL14,CXCR4,1.0
RTN4_GJB2,RTN4,GJB2,1.0
HMGB1_SDC1,HMGB1,SDC1,0.7934468358496627
HMGB1_CXCR4,HMGB1,CXCR4,1.0
FN1_ITGA6,FN1,ITGA6,0.9686274509803922
FN1_CD44,FN1,CD44,0.9989888776541961
FN1_ITGB1,FN1,ITGB1,1.0
COL18A1_ITGB1,COL18A1,ITGB1,0.8712522045855379
ADAM15_ITGB1,ADAM15,ITGB1,0.4777562862669246
CALM1_PTPRA,CALM1,PTPRA,0.05647521492591915
LAMC3_ITGA6,LAMC3,ITGA6,0.04009024362532665
LAMC3_ITGB1,LAMC3,ITGB1,1.0
COL6A1_ITGB1,COL6A1,ITGB1,0.6891741071428572
COL6A1_ITGA6,COL6A1,ITGA6,0.36295507145218764
TGM2_ITGB1,TGM2,ITGB1,0.7580174927113703
TGM2_SDC4,TGM2,SDC4,0.09926854754440961
TGM2_ADGRG1,TGM2,ADGRG1,0.3166666666666667
THBS2_ITGB1,THBS2,ITGB1,0.9329556185080263
THBS2_NOTCH4,THBS2,NOTCH4,0.7169811320754718
THBS2_ITGA6,THBS2,ITGA6,1.0
PTGS2_ALOX5,PTGS2,ALOX5,0.01235
SEMA4A_PLXNB2,SEMA4A,PLXNB2,0.16454874006961678
EFNA1_EPHB6,EFNA1,EPHB6,0.2454109640080479
ADAM12_ITGB1,ADAM12,ITGB1,0.931899641577061
ADAM12_SDC4,ADAM12,SDC4,0.21968248321252282
S100A9_ITGB2,S100A9,ITGB2,0.8712522045855379
COL5A1_ITGB1,COL5A1,ITGB1,0.7251908396946565
CEL_CXCR4,CEL,CXCR4,0.931899641577061
SPTAN1_PTPRA,SPTAN1,PTPRA,0.23888969485951933
PLAU_ITGB1,PLAU,ITGB1,0.09484041276697865
PLAU_ITGB2,PLAU,ITGB2,0.4777562862669246
COL16A1_ITGB1,COL16A1,ITGB1,0.80837833415153
HSPG2_SDC1,HSPG2,SDC1,1.0
HSPG2_ITGB1,HSPG2,ITGB1,1.0
HSPG2_FGFR1,HSPG2,FGFR1,0.05450192521982811
COL5A2_ITGB1,COL5A2,ITGB1,0.5798122065727699
COL5A2_DDR1,COL5A2,DDR1,0.0035285714285714287
COL4A1_ITGB1,COL4A1,ITGB1,0.9536679536679538
ACTR2_LDLR,ACTR2,LDLR,0.0035285714285714287
AGRN_ITGB1,AGRN,ITGB1,0.9045134120662821
ZG16B_CXCR4,ZG16B,CXCR4,0.3871625063678044
LAMB3_CD151,LAMB3,CD151,0.9801587301587301
LAMB3_ITGB1,LAMB3,ITGB1,0.37198795180722893
LAMB3_ITGA6,LAMB3,ITGA6,0.9686274509803922
AFDN_EPHB6,AFDN,EPHB6,0.12643648742033733
SPP1_CD44,SPP1,CD44,0.14437689969604864
SPP1_ITGB1,SPP1,ITGB1,0.3260618461436916
LGALS9_CD44,LGALS9,CD44,0.07223700757464979
LGALS9_SLC1A5,LGALS9,SLC1A5,1.0
MDK_ITGA6,MDK,ITGA6,1.0
LRPAP1_LDLR,LRPAP1,LDLR,0.2454109640080479
HSPA8_LDLR,HSPA8,LDLR,0.07335907335907337
S100A10_CFTR,S100A10,CFTR,0.23888969485951933
HSP90AA1_CFTR,HSP90AA1,CFTR,0.029699101211410707
PLAU_ITGA3,PLAU,ITGA3,0.20369034120193794
LAMA4_ITGA3,LAMA4,ITGA3,0.661223397135591
LGALS8_ITGA3,LGALS8,ITGA3,0.6891741071428572
NID1_ITGA3,NID1,ITGA3,1.0
LAMC3_ITGA3,LAMC3,ITGA3,0.9686274509803922
THBS1_ITGA3,THBS1,ITGA3,0.8316498316498318
CALR_ITGA3,CALR,ITGA3,0.8712522045855379
TIMP2_ITGA3,TIMP2,ITGA3,0.9045134120662821
LAMB2_ITGA3,LAMB2,ITGA3,0.5068486123223721
LAMA5_ITGA3,LAMA5,ITGA3,0.819644931143189
ADAM9_ITGA3,ADAM9,ITGA3,0.44016751314265345
LAMC1_ITGA3,LAMC1,ITGA3,0.2558922558922559
LAMB3_ITGA3,LAMB3,ITGA3,0.9329556185080263
COL18A1_ITGA3,COL18A1,ITGA3,0.8496732026143791
LAMB1_ITGA3,LAMB1,ITGA3,0.5306122448979591
LAMC2_ITGA3,LAMC2,ITGA3,1.0
FN1_ITGA3,FN1,ITGA3,0.9686274509803922
APP_CD74,APP,CD74,0.005811764705882353
SLPI_CD4,SLPI,CD4,0.9801587301587301
IL16_CD4,IL16,CD4,0.9801587301587301
CALM1_SCTR,CALM1,SCTR,0.07233643765009078
CALM2_KCNQ1,CALM2,KCNQ1,0.9045134120662821
CALM1_KCNQ1,CALM1,KCNQ1,0.08132959063557264
CALM3_KCNQ1,CALM3,KCNQ1,0.6280193236714976
LTB_TNFRSF1A,LTB,TNFRSF1A,0.6891741071428572
LAMC3_ITGB4,LAMC3,ITGB4,0.0035285714285714287
LAMB2_ITGB4,LAMB2,ITGB4,0.661223397135591
LAMA5_ITGB4,LAMA5,ITGB4,0.24947604979420748
LAMC1_ITGB4,LAMC1,ITGB4,0.23888969485951933
LAMB3_ITGB4,LAMB3,ITGB4,0.5374823196605375
LAMB1_ITGB4,LAMB1,ITGB4,0.8712522045855379
LAMC2_ITGB4,LAMC2,ITGB4,0.9686274509803922
HBEGF_CD82,HBEGF,CD82,0.14437689969604864
LTB_LTBR,LTB,LTBR,0.9244011976047903
CD55_ADGRE5,CD55,ADGRE5,0.2631999573765251
AGRN_LRP1,AGRN,LRP1,0.3055701605171187
GPC3_LRP1,GPC3,LRP1,0.06445636147753814
PDGFB_LRP1,PDGFB,LRP1,0.2454109640080479
A2M_LRP1,A2M,LRP1,0.80837833415153
SERPINA1_LRP1,SERPINA1,LRP1,0.9329556185080263
HSPG2_LRP1,HSPG2,LRP1,0.04781424070695388
APOE_LRP1,APOE,LRP1,0.12048192771084337
HSP90B1_LRP1,HSP90B1,LRP1,0.21307798481711523
MDK_LRP1,MDK,LRP1,0.8496732026143791
PLAU_LRP1,PLAU,LRP1,0.6184663536776213
LRPAP1_LRP1,LRPAP1,LRP1,0.09088734752451566
C3_LRP1,C3,LRP1,0.03072139303482587
THBS1_LRP1,THBS1,LRP1,0.9686274509803922
HSP90AA1_LRP1,HSP90AA1,LRP1,0.2820037105751391
CALR_LRP1,CALR,LRP1,0.9536679536679538
C1QB_LRP1,C1QB,LRP1,0.3506654835847382
VWF_LRP1,VWF,LRP1,0.0035285714285714287
APP_LRP1,APP,LRP1,0.16352201257861634
PSAP_LRP1,PSAP,LRP1,0.06939469285122284
COL4A2_CD93,COL4A2,CD93,0.6015220700152206
COL1A2_CD93,COL1A2,CD93,0.6891741071428572
COL4A1_CD93,COL4A1,CD93,0.05111490506492834
C1QA_CD93,C1QA,CD93,0.2454109640080479
HLA-B_CANX,HLA-B,CANX,0.020125925925925926
GSTP1_TRAF2,GSTP1,TRAF2,0.7169811320754718
S100A9_CD68,S100A9,CD68,0.9045134120662821
AFDN_NECTIN2,AFDN,NECTIN2,0.07403410964241823
LRPAP1_SORT1,LRPAP1,SORT1,0.4524223830021064
PSAP_SORT1,PSAP,SORT1,0.21307798481711523
PSEN1_NOTCH2,PSEN1,NOTCH2,0.8712522045855379
ADAM10_NOTCH2,ADAM10,NOTCH2,1.0
APP_NOTCH2,APP,NOTCH2,0.16746898094786086
JAG2_NOTCH2,JAG2,NOTCH2,0.931899641577061
PDGFB_PDGFRA,PDGFB,PDGFRA,1.0
CD14_RIPK1,CD14,RIPK1,0.9801587301587301
CALR_HLA-F,CALR,HLA-F,0.11852207293666026
B2M_HLA-F,B2M,HLA-F,0.6666666666666666
PLAU_ITGAV,PLAU,ITGAV,0.09034877553633154
SPP1_ITGAV,SPP1,ITGAV,0.033500155972386106
NID1_ITGAV,NID1,ITGAV,0.8472686733556298
PDGFB_ITGAV,PDGFB,ITGAV,0.05450192521982811
CALR_ITGAV,CALR,ITGAV,0.25181598062953997
FGG_ITGAV,FGG,ITGAV,0.2846934071000461
FGA_ITGAV,FGA,ITGAV,0.9686274509803922
MFGE8_ITGAV,MFGE8,ITGAV,0.819644931143189
FGB_ITGAV,FGB,ITGAV,0.4777562862669246
FBN1_ITGAV,FBN1,ITGAV,0.7813364966389877
AZGP1_ITGAV,AZGP1,ITGAV,0.0035285714285714287
ADAM9_ITGAV,ADAM9,ITGAV,0.9329556185080263
VEGFA_ITGAV,VEGFA,ITGAV,0.7251908396946565
ADAM15_ITGAV,ADAM15,ITGAV,0.9686274509803922
COL1A2_ITGAV,COL1A2,ITGAV,0.94113164412269
COL4A1_ITGAV,COL4A1,ITGAV,0.05450192521982811
FN1_ITGAV,FN1,ITGAV,0.9686274509803922
SAA1_SCARB1,SAA1,SCARB1,0.23463474874133183
PDGFB_PDGFRB,PDGFB,PDGFRB,0.29422275163787964
MFGE8_PDGFRB,MFGE8,PDGFRB,1.0
CALM1_KCNN4,CALM1,KCNN4,0.9989888776541961
PSEN1_NOTCH3,PSEN1,NOTCH3,0.4777562862669246
THBS2_NOTCH3,THBS2,NOTCH3,0.026817142857142855
SCGB3A1_NOTCH3,SCGB3A1,NOTCH3,0.14812593703148424
JAG2_NOTCH3,JAG2,NOTCH3,0.6069168867866577
APP_APLP2,APP,APLP2,0.04045615543680773
HLA-A_APLP2,HLA-A,APLP2,0.2723338570522892
GPC3_CD81,GPC3,CD81,0.022454545454545453
CD99_CD81,CD99,CD81,0.0324196972630294
AFDN_NECTIN1,AFDN,NECTIN1,1.0
BMP2_GPC1,BMP2,GPC1,0.30805687203791465
APP_GPC1,APP,GPC1,0.6015220700152206
COL18A1_GPC1,COL18A1,GPC1,0.12473802489710374
VEGFA_GPC1,VEGFA,GPC1,0.43265020143632865
NLGN2_NRXN2,NLGN2,NRXN2,1.0
AFDN_NRXN2,AFDN,NRXN2,0.9329556185080263
GPC3_IGF1R,GPC3,IGF1R,0.5486145815980898
INS_IGF1R,INS,IGF1R,0.94113164412269
GNAI2_IGF1R,GNAI2,IGF1R,0.12248186946011282
S100A4_ERBB2,S100A4,ERBB2,0.19730010384215993
SEMA4D_ERBB2,SEMA4D,ERBB2,0.9989888776541961
HLA-A_ERBB2,HLA-A,ERBB2,0.9686274509803922
HSP90B1_ERBB2,HSP90B1,ERBB2,0.4777562862669246
HSP90AA1_ERBB2,HSP90AA1,ERBB2,0.16352201257861634
PSEN1_NOTCH1,PSEN1,NOTCH1,1.0
MFAP2_NOTCH1,MFAP2,NOTCH1,0.9801587301587301
JAG2_NOTCH1,JAG2,NOTCH1,0.7671998757571051
PLAU_ST14,PLAU,ST14,0.8712522045855379
SPINT1_ST14,SPINT1,ST14,0.5486145815980898
GNAI2_ADRA2A,GNAI2,ADRA2A,0.019330434782608694
AGT_ADRA2A,AGT,ADRA2A,0.9686274509803922
SAA1_ADRA2A,SAA1,ADRA2A,0.01976
CXCL2_ADRA2A,CXCL2,ADRA2A,0.04102036071345534
APP_ADRA2A,APP,ADRA2A,0.80837833415153
CXCL1_ADRA2A,CXCL1,ADRA2A,0.12643648742033733
PPY_ADRA2A,PPY,ADRA2A,0.0035285714285714287
CXCL16_ADRA2A,CXCL16,ADRA2A,0.94113164412269
ANXA1_ADRA2A,ANXA1,ADRA2A,0.6184663536776213
COL6A1_ITGA1,COL6A1,ITGA1,0.6891741071428572
COL5A1_ITGA1,COL5A1,ITGA1,0.931899641577061
COL6A2_ITGA1,COL6A2,ITGA1,0.020441379310344825
COL6A3_ITGA1,COL6A3,ITGA1,0.04540775056989484
COL5A2_ITGA1,COL5A2,ITGA1,0.7580174927113703
COL1A2_ITGA1,COL1A2,ITGA1,1.0
COL4A1_ITGA1,COL4A1,ITGA1,0.5311827956989248
FBN1_ITGB6,FBN1,ITGB6,1.0
FN1_ITGB6,FN1,ITGB6,1.0
CSF1_CSF1R,CSF1,CSF1R,0.7813364966389877
GNAS_PTGIR,GNAS,PTGIR,0.9686274509803922
FGF19_FGFR4,FGF19,FGFR4,0.819644931143189
PLAU_ITGA5,PLAU,ITGA5,0.9686274509803922
SPP1_ITGA5,SPP1,ITGA5,1.0
FGG_ITGA5,FGG,ITGA5,1.0
FGA_ITGA5,FGA,ITGA5,1.0
FGB_ITGA5,FGB,ITGA5,0.9686274509803922
FBN1_ITGA5,FBN1,ITGA5,0.94113164412269
COL18A1_ITGA5,COL18A1,ITGA5,0.9244011976047903
ADAM15_ITGA5,ADAM15,ITGA5,1.0
FN1_ITGA5,FN1,ITGA5,0.9686274509803922
WNT7B_LRP5,WNT7B,LRP5,0.18380027532834764
DKK1_LRP5,DKK1,LRP5,0.0035285714285714287
PSEN1_NCSTN,PSEN1,NCSTN,0.2960831909856454
FN1_IL17RC,FN1,IL17RC,1.0
PLAU_ITGB5,PLAU,ITGB5,0.17508417508417506
SPP1_ITGB5,SPP1,ITGB5,0.9686274509803922
TLN1_ITGB5,TLN1,ITGB5,0.8712522045855379
COL4A2_ITGB5,COL4A2,ITGB5,1.0
ADAM9_ITGB5,ADAM9,ITGB5,0.49056603773584906
COL18A1_ITGB5,COL18A1,ITGB5,0.94113164412269
LTBP3_ITGB5,LTBP3,ITGB5,0.07687519452225335
LTBP1_ITGB5,LTBP1,ITGB5,0.736598822038321
MST1_MST1R,MST1,MST1R,0.016466666666666668
LAMC3_ITGA2,LAMC3,ITGA2,0.7671998757571051
COL6A1_ITGA2,COL6A1,ITGA2,0.8712522045855379
COL6A2_ITGA2,COL6A2,ITGA2,0.0035285714285714287
MMP1_ITGA2,MMP1,ITGA2,1.0
HSPG2_ITGA2,HSPG2,ITGA2,0.4008113590263692
LAMB3_ITGA2,LAMB3,ITGA2,0.9801587301587301
COL1A2_ITGA2,COL1A2,ITGA2,1.0
COL4A1_ITGA2,COL4A1,ITGA2,0.94113164412269
FN1_ITGA2,FN1,ITGA2,0.931899641577061
COL7A1_ITGA2,COL7A1,ITGA2,0.6069168867866577
COL3A1_ITGA2,COL3A1,ITGA2,0.06445636147753814
GAS6_AXL,GAS6,AXL,0.9329556185080263
LRPAP1_LRP8,LRPAP1,LRP8,0.9801587301587301
INS_INSR,INS,INSR,0.9801587301587301
ARF1_INSR,ARF1,INSR,0.33261513600861836
HRAS_INSR,HRAS,INSR,0.6289788642729819
CALM1_INSR,CALM1,INSR,0.5891472868217054
FN1_ROBO4,FN1,ROBO4,1.0
CD6_ALCAM,CD6,ALCAM,0.7671998757571051
S100A9_ALCAM,S100A9,ALCAM,0.9801587301587301
PLAU_MRC2,PLAU,MRC2,0.8033826638477801
LGALS9_MRC2,LGALS9,MRC2,0.18700787401574803
CALM1_AQP1,CALM1,AQP1,0.005811764705882353
C1QA_CSPG4,C1QA,CSPG4,1.0
C4B_CD46,C4B,CD46,0.9244011976047903
SEMA4A_PLXND1,SEMA4A,PLXND1,0.22988505747126436
SEMA4D_MET,SEMA4D,MET,1.0
AFDN_EPHB3,AFDN,EPHB3,0.30805687203791465
FAM3C_LAMP1,FAM3C,LAMP1,0.12048192771084337
PLAU_PLAUR,PLAU,PLAUR,0.9329556185080263
FN1_PLAUR,FN1,PLAUR,0.8033826638477801
LAMB3_COL17A1,LAMB3,COL17A1,1.0
