,gene,input_int_frac,intrinsic,interactions,environmental,noise,scaled_intrinsic,scaled_interactions,scaled_environmental,scaled_noise,label,is_sv
565,LAMC1,0.01,1.670418388168329e-09,2.919079771771615e-31,0.4731011131615305,0.5021849462042512,1.7127471158498668e-09,2.9930498223979704e-31,0.4850895876219953,0.5149104106652576,0.0,sv
566,LAMC1,0.1,0.1141675422541645,0.0427851147924187,0.6782565814544452,0.0992341414276642,0.12217705717266318,0.04578673862046476,0.7258402124976293,0.10619599170924272,0.0,sv
567,LAMC2,0.0,0.0682526452154293,0.0305917009133,0.3446393500402686,0.5818216430231751,0.0665681164492958,0.029836673763352167,0.336133380824688,0.5674618289626641,1.0,sv
568,LAMC2,0.25,0.0073951615198056,0.2828188304382212,0.199930412249088,0.6731209816844733,0.006357243677578834,0.2431249428276024,0.1718699917266521,0.5786478217681668,1.0,sv
569,LAMC2,0.5,0.1578295188652018,0.0474513846662989,0.219620371000154,0.6633360947648105,0.14503225428404193,0.04360389194958059,0.20181292905070555,0.6095509247156718,0.0,sv
570,LAMC2,0.75,0.0229420001887064,2.0848459719089427,0.1690326232067176,0.3379267887958141,0.008774079028900716,0.7973412592690693,0.06464587142703547,0.12923879027499466,1.0,sv
571,LAMC2,0.99,0.0042377470448303,0.8405011870659861,0.0548362018854564,0.015308448131788,0.004632006867703424,0.918697418608767,0.05993790121146245,0.016732673312067212,1.0,sv
572,LAMC2,0.01,0.0723084576133402,0.0332712378650327,0.2418977569105048,0.6335587166166042,0.07370620971767265,0.03391438452137924,0.24657373963666074,0.6458056661242874,1.0,sv
573,LAMC2,0.1,0.1556050309991501,2.390098609878962e-09,0.2323814005549739,0.5342873509699891,0.1687189135638548,2.591528295582298e-09,0.2519657441814738,0.5793153396631431,0.0,sv
574,LAMC3,0.0,0.0563373134445876,6.309342402255839e-08,0.2356189970704572,0.6801233686201071,0.057955444391248695,6.490560525200466e-08,0.24238649036166568,0.6996580003414804,0.0,sv
575,LAMC3,0.25,0.0014448246488498,0.3844803266233578,0.2845221753632186,0.6419440756620948,0.0011009098705770522,0.2929616316826461,0.21679673827878143,0.4891407201679954,1.0,sv
